Ano,Mes,Categoria,INV Dolar,INV
2017,7,AGRICOLA GANADERO,18193.70,10463392.79
2017,7,ANTICONCEPTIVOS,18049.00,10381063.94
2017,7,CENTROS COM. OTROS,17971.14,10335268.73
2017,7,PASTELERIAS,17737.60,10200977.79
2017,7,MAYONESA,17548.70,10092328.73
2017,7,ESCUELAS MUJERES,17447.18,10033817.14
2017,7,PICK UP,17384.52,9998315.87
2017,7,BEBIDAS NATURALES,17116.21,9844353.00
2017,7,PAPAS TOSTADAS,16657.00,9580606.64
2017,7,TV PANTALLAS,16600.00,9546660.00
2017,7,AGROQUIMICOS,16402.71,9433247.72
2017,7,BEBIDAS DE CHOCOLA,16214.66,9325729.52
2017,7,ESCUELAS DEPORTIVA,15946.87,9170833.46
2017,7,COLEGIOS DE PROFES,15845.49,9112681.61
2017,7,TIENDAS ARTS HOGAR,15620.96,8983333.41
2017,7,REST TIPO AMERICAN,15619.25,8983723.95
2017,7,TIENDAS DE COMPUTO,15458.00,8890933.26
2017,7,DISCOTECAS,15411.28,8863000.17
2017,7,MUEBLES DE COCINA,14866.54,8550064.72
2017,7,HOTEL CIUDAD EXTRA,14660.00,8430966.00
2017,7,MULTIFUNCIONALES,14660.00,8430966.00
2017,7,ALMACENES DESCUENT,14618.01,8407008.48
2017,7,HELADOS,14464.00,8319258.86
2017,7,LAVADORAS ROPA,13997.54,8050000.00
2017,7,AUTOLAVADO,13736.52,7900000.00
2017,7,CASAS DE EMPENO,13704.47,7881324.07
2017,7,LIBRERIAS,13552.21,7794381.71
2017,7,MUEBLES DE OFICINA,13255.00,7623431.75
2017,7,TENNIS,13159.76,7569099.14
2017,7,TRANSPORTE PUBLICO,13121.05,7545995.11
2017,7,TIENDAS DELICATESS,12768.39,7343170.00
2017,7,ZAPATOS OTROS,12752.63,7334717.58
2017,7,LLANTAS,12616.70,7255852.60
2017,7,REST MARISCOS,12486.72,7181368.91
2017,7,PAPEL HIGIENICO,12182.71,7006874.96
2017,7,SMS PREMIOS,12111.18,6964954.19
2017,7,UNGUENTOS,11889.01,6837500.00
2017,7,BOMBILLOS,11797.73,6784962.50
2017,7,NIGHT CLUB,11705.76,6732000.00
2017,7,MADERAS,11625.73,6685868.41
2017,7,CASAS PREFABRICADA,11439.85,6579000.00
2017,7,BOLSAS,11019.70,6337925.00
2017,7,GASOLINERAS,11002.93,6327846.97
2017,7,BIENES RAICES PLAY,10889.70,6262755.00
2017,7,CONTRA IMPOTENCIA,10610.89,6102333.24
2017,7,VALLAS,10535.14,6059394.36
2017,7,AUTOS COMPACTOS,10284.64,5914612.04
2017,7,BISUTERIA,10096.92,5806666.70
2017,7,FIESTAS PATRONALES,9911.71,5700467.80
2017,7,PERFUMES,9841.11,5659592.34
2017,7,MOTELES,9762.67,5614500.00
2017,7,LICORES CREMAS,9697.01,5576666.75
2017,7,BOUTIQUE CABALLERO,9695.43,5575993.16
2017,7,CEREALES FAMILIARE,9582.19,5510854.95
2017,7,PANALES ADULTOS,9537.16,5484857.00
2017,7,VENTAS POR CATALOG,9530.53,5481047.35
2017,7,COMIDA Y ACC GATO,9463.12,5442312.80
2017,7,PAQUETERIA,9384.85,5397402.95
2017,7,TIENDAS DE BODAS,9368.50,5387500.00
2017,7,DESINFECTANTES,9334.43,5368286.00
2017,7,LABORATORIOS,9219.88,5302370.00
2017,7,COURIER,9201.62,5292068.50
2017,7,PUESTOS DE BOLSA,9109.93,5239200.00
2017,7,ROPA INTIMA MUJER,8921.81,5130980.67
2017,7,CASINOS,8809.83,5066685.67
2017,7,GANADERIAS,8748.06,5031000.00
2017,7,LECHE EVAPORADA,8474.83,4874129.75
2017,7,AIRE ACONDICIONADO,8418.37,4841470.75
2017,7,TRANSPORTES,8309.03,4778402.10
2017,7,PISOS,8211.06,4722448.70
2017,7,KINDER,8191.80,4711553.94
2017,7,TURISMO EXT,8020.03,4612641.39
2017,7,FOTOGRAFOS,8001.29,4601666.96
2017,7,SERVICIOS PYMES,7826.03,4500887.71
2017,7,CATERING SERVICE,7696.91,4426500.00
2017,7,CAFE INSTANTANEO,7642.00,4395115.86
2017,7,CONFITES,7569.58,4353531.40
2017,7,AUTOS SUPER LUJO,7362.50,4234689.12
2017,7,LABORATORIOS CLINI,7345.07,4224003.54
2017,7,VITAMINA ADULTOS,7326.26,4213333.33
2017,7,HERRAMIENTAS,7305.77,4201618.99
2017,7,CAFETERIAS,7013.14,4033708.31
2017,7,EMBUTIDOS,6996.15,4023805.72
2017,7,FRIJOLES ENLATADOS,6887.50,3961483.36
2017,7,GPS,6829.10,3927420.00
2017,7,BATERIAS DE AUTOS,6783.94,3901499.90
2017,7,CHICLES,6719.24,3864303.34
2017,7,MIEL,6694.38,3850000.00
2017,7,CERAS PARA AUTOS,6588.05,3788833.21
2017,7,ARTE,6478.93,3726100.00
2017,7,CLINICAS PIE,6428.22,3697297.45
2017,7,EDULCORANTES,6402.46,3682000.06
2017,7,CEMENTO,6330.39,3640605.34
2017,7,ESCUELAS SUPERACIO,6230.00,3582873.00
2017,7,HELADERIAS,6179.98,3554400.10
2017,7,MAQUINARIA,6167.15,3546738.79
2017,7,SOFTWARE,6095.94,3505969.80
2017,7,TALLER DE MOTOS,5846.47,3362500.00
2017,7,WHISKY,5839.48,3358622.80
2017,7,CANCHAS DEPORTIVAS,5762.24,3313860.50
2017,7,SMS RELIGIOSO,5759.75,3312833.25
2017,7,CREDITO PRENDARIO,5727.63,3294000.00
2017,7,EMPRESAS DISEN.WEB,5721.28,3290510.00
2017,7,ALIMENTOS ANIMALES,5693.93,3274715.00
2017,7,RENT A CAR,5647.22,3247730.00
2017,7,LIN.AEREAS INTERNA,5610.59,3226706.50
2017,7,CRIADEROS ANIMALES,5557.24,3196000.00
2017,7,ENVIOS DE DINERO,5528.18,3179333.60
2017,7,LIN.AEREAS NACIONA,5477.52,3150119.01
2017,7,COLEGIOS PRIVADOS,5462.96,3141836.72
2017,7,BEBIDAS ENERGIZANT,5438.68,3128000.00
2017,7,EQUIPO MEDICO,5353.40,3079000.00
2017,7,COMPUTADORAS,5295.72,3045583.33
2017,7,PANALES NINOS,5283.39,3038500.00
2017,7,CEMENTERIOS,5273.25,3032770.29
2017,7,SOPAS INSTANTANEAS,5246.67,3017233.95
2017,7,LICORERAS,5053.67,2906500.01
2017,7,MUSEOS,5040.32,2898959.35
2017,7,PIZZERIAS,5034.40,2895421.80
2017,7,FISIOTERAPEUTAS,4906.68,2821821.30
2017,7,ACCESORIOS IMPRESO,4864.32,2797476.00
2017,7,ESCUELAS NATACION,4853.64,2791309.50
2017,7,FONDOS DE INVERSION,4545.30,2614000.00
2017,7,FACTOREO,4381.85,2520000.00
2017,7,LECHE LIQUIDA,4379.24,2518491.50
2017,7,ESCUELAS INFORMATI,4326.84,2488200.00
2017,7,FERTILIZANTES,4300.95,2473333.51
2017,7,VIDRIOS,4289.54,2466962.75
2017,7,TIENDAS DE BEBES,4121.10,2370000.15
2017,7,PINTURAS OTRAS,4114.07,2366000.00
2017,7,HOGAR DE ANCIANOS,3995.82,2298000.00
2017,7,MAQUILLAJE,3987.39,2293255.00
2017,7,SERVIDORES,3956.16,2275442.00
2017,7,PANADERIAS,3806.70,2189388.76
2017,7,POLLO,3794.51,2182260.14
2017,7,FOTOCOPIADORAS,3698.84,2127083.54
2017,7,MACROBIOTICAS,3615.50,2079233.40
2017,7,VETERINARIAS,3565.10,2050476.00
2017,7,ZAPATOS FEMENINOS,3562.74,2048962.50
2017,7,INMOBILIARIA VIVIE,3542.65,2037355.18
2017,7,PROFESIONALES,3466.91,1993813.39
2017,7,SARDINAS,3286.08,1890000.00
2017,7,MANI,3221.46,1852600.00
2017,7,CUERO,3168.75,1822569.93
2017,7,DECORACION,3146.41,1809500.01
2017,7,TE (BOLSA-POLVO),3140.64,1806285.54
2017,7,ESCOLAR,3042.95,1750000.00
2017,7,CLOROS,3023.85,1739076.00
2017,7,TIENDAS INSTR MUSI,2962.06,1703709.09
2017,7,FRIJOLES EN GRANO,2958.45,1701455.00
2017,7,CHUNKY,2925.00,1682372.24
2017,7,ESCUELAS ARTES,2851.67,1640000.00
2017,7,TOALLAS DE PAPEL,2652.58,1525500.00
2017,7,REFRESCOS,2629.26,1512000.27
2017,7,GRIFERIA,2629.11,1512000.00
2017,7,TIENDAS DE FIESTAS,2575.40,1481250.00
2017,7,LINEA DEPORTIVA,2506.72,1441623.31
2017,7,MONTACARGAS,2500.00,1437925.00
2017,7,ESCUELAS COMERCIAL,2439.56,1403000.00
2017,7,VACUNAS,2439.41,1402988.43
2017,7,TOS,2426.26,1395446.92
2017,7,PINTURAS DE UNAS,2411.43,1386833.34
2017,7,ARQUITECTOS,2268.96,1305000.00
2017,7,AGUARDIENTE,2243.58,1290314.00
2017,7,TIENDAS DE REGALOS,2242.21,1289515.84
2017,7,LEASING,2239.17,1287750.00
2017,7,CANOAS,2190.72,1260000.00
2017,7,BRILLO,2129.26,1224600.00
2017,7,EDUCACION,2086.60,1200000.00
2017,7,QUIMICOS,2029.00,1166931.74
2017,7,FAST FOOD ORIENTAL,2000.00,1150340.00
2017,7,GRUPOS MUSICALES,1960.02,1127200.00
2017,7,PAN,1959.93,1127000.00
2017,7,REFRESCOS DE TE,1915.36,1101656.33
2017,7,BODEGAS,1900.00,1092777.50
2017,7,AUTOS FAMILIARES,1825.60,1050000.00
2017,7,TIENDA ROPA INTIMA,1704.15,980000.07
2017,7,ALIMENTOS PREPARAD,1650.00,949030.50
2017,7,GOTAS OFTALMICAS,1623.00,933333.40
2017,7,REPOSTERIA,1605.81,923502.69
2017,7,JUGUETES,1591.90,915500.00
2017,7,CIRUJANOS PLASTICO,1556.10,894948.00
2017,7,NOCLASIFICADOS,1500.00,862755.00
2017,7,ZONA FRANCA,1500.00,862755.00
2017,7,SERVICIOS TELEFONI,1499.60,862500.00
2017,7,TALLERES,1429.00,821863.20
2017,7,REFRESCOS HIDRATAT,1304.12,750000.00
2017,7,RELOJES,1300.00,747721.00
2017,7,POLLERIAS,1268.00,729166.75
2017,7,NAVIERAS,1250.00,718962.50
2017,7,COCINAS,1248.00,717724.80
2017,7,ESTRENIMIENTO,1191.29,685095.18
2017,7,ENCOMIENDAS,1189.44,684000.00
2017,7,ACEITES PARA COCIN,1181.69,679657.00
2017,7,ZACATE,1086.76,625000.00
2017,7,ANTIHISTAMINICOS,1080.00,621183.60
2017,7,CENTROS INVESTIGAC,1057.20,608000.00
2017,7,PROYECTORES,1010.60,581250.00
2017,7,SALVEQUES,925.06,532000.00
2017,7,ALBUM,917.75,527816.65
2017,7,ADEREZOS,881.00,506666.66
2017,7,REPUESTOS MOTOS,869.40,499999.95
2017,7,AUTODECORACION,791.18,455000.00
2017,7,YOGURT,768.00,441666.66
2017,7,ACEITES DE OLIVA,754.60,434000.00
2017,7,TIENDAS LUBRICANTE,710.08,408333.38
2017,7,CERAMICA,700.00,402619.00
2017,7,FAST FOOD CASUAL,619.89,356501.00
2017,7,TIENDAS DE PINTURA,607.97,349657.00
2017,7,ENLATADOS VERDURAS,599.85,345000.00
2017,7,ANTEOJOS/LENTES CO,537.59,309166.67
2017,7,SASTRERIAS,505.13,290500.00
2017,7,CLINICAS OFTALMOLO,500.00,287585.00
2017,7,ESCUELAS BAILE,494.97,284666.69
2017,7,HAMBURGUESERIA,468.00,269179.56
2017,7,BICICLETAS,434.70,250000.00
2017,7,CAFE FRIO,412.97,237500.01
2017,7,QUIROPRACTICOS,381.30,219314.00
2017,7,ROMANAS,381.30,219314.00
2017,7,SERVICIOS LIMPIEZA,375.60,216000.00
2017,7,PARAGUERIAS,360.00,207061.20
2017,7,SEGUROS DE VIDA,304.29,175000.00
2017,7,SALA DE FIESTAS,229.50,132000.00
2017,7,HUEVOS,228.90,131657.00
2017,7,TOALLITAS HUM BEBE,200.83,115500.00
2017,7,BLOQUES,190.65,109657.00
2017,7,TIENDAS EMBARAZADA,190.65,109657.00
2017,7,DRY CLEANING,182.58,105000.00
2017,7,QUESOS,168.96,97166.67
2017,7,LINEA DE ROPA,151.29,87000.00
2017,7,MATERIAL ESCRITORIO Y PAPELERIA,141.20,81200.00
2017,7,EDITORIALES,85.20,49000.00
2017,7,ADUANAS,78.25,45000.00
2017,7,STEREOS CARROS,45.21,26000.00
2017,7,CHILE,44.63,25666.67
2017,7,REFRIGERADORAS,0.00,0.00
2017,8,PROGRAMACION,16662853.96,9621464003.68
2017,8,ESTADO,2218561.14,1281028033.78
2017,8,CINES,1285217.20,742110983.96
2017,8,SUPERMERCADOS,1151214.42,664736499.55
2017,8,OPERADORES MOV FUL,1083785.35,625805048.69
2017,8,EVENTOS,941964.15,543906853.64
2017,8,TIENDAS DEPARTAMEN,930355.63,537205948.25
2017,8,UNIVERSIDAD PRIVAD,855875.80,494199234.43
2017,8,SERVICIOS BANCARIO,849955.18,490778782.46
2017,8,TRATAMIENTO CABELL,755841.48,436438692.88
2017,8,SITIOS,751411.32,433880731.88
2017,8,MINISTERIOS,652112.13,376543408.87
2017,8,VARIOS,607384.33,350716338.05
2017,8,SKIN CARE,552883.52,319246341.06
2017,8,MEDICAMENTOS,551099.03,318214625.91
2017,8,TELEVISION CABLE,505327.84,291785876.93
2017,8,TARJETAS CREDITO,499830.92,288613612.94
2017,8,CONCIERTOS,494982.24,285813389.30
2017,8,DIARIOS,462945.84,267314012.62
2017,8,FUNDACIONES,461700.75,266592936.17
2017,8,CREMAS CUERPO MANO,451116.94,260483840.62
2017,8,CAMPANAS BIEN SOCI,443604.76,256145892.45
2017,8,VIVIENDA,442750.26,255652507.49
2017,8,ADMINISTRATIVOS,440310.26,254243578.68
2017,8,PUBLICIDAD COOPERA,416318.18,240390910.82
2017,8,AUTOS (MULTICATEGORIA),412459.16,238163409.15
2017,8,FERRETERIAS,384649.01,222106015.70
2017,8,COOPERATIVAS,376375.26,217326191.56
2017,8,SITIOS DE COMPRAS,370454.10,213906773.75
2017,8,AZAR,352984.72,203820985.61
2017,8,EXPOSICIONES,352108.19,203314546.77
2017,8,PRODS CONTRA ACNE,343941.05,198599000.00
2017,8,AGENCIAS DE VIAJES,337135.12,194668628.71
2017,8,CONSTRUCTORAS,326938.10,188780432.59
2017,8,ASOCIACIONES,324709.40,187493413.73
2017,8,ONG,316245.35,182605850.52
2017,8,RESTAURANTES,289837.87,167358761.55
2017,8,CLI Y PROF SALUD,269365.42,155537542.39
2017,8,GASEOSOS COLAS,258318.27,149158005.25
2017,8,DESODORANTES FEMEN,258024.78,148989016.59
2017,8,POLITICA,255294.79,147412430.22
2017,8,FAST FOOD POLLO,248452.26,143460780.50
2017,8,SEGUROS,245729.43,141889501.15
2017,8,DESODORANTES CABAL,241430.29,139406617.50
2017,8,PREPARADOS LECHE,240414.30,138820232.15
2017,8,MAT.CONSTRUCCION,240047.11,138607010.01
2017,8,REPUESTOS,235262.79,135846789.62
2017,8,RADIOEMISORAS,224040.40,129359027.60
2017,8,CONDIMENTOS,209174.97,120781907.57
2017,8,DESODORANTE AMBIEN,208357.85,120310257.00
2017,8,TEATROS,208088.52,120154649.55
2017,8,FAST FOOD HAMBURGU,206013.52,118956192.05
2017,8,CREDITO PERSONAL,203925.96,117751396.69
2017,8,CHAMPU TRADICIONAL,200876.81,115990115.73
2017,8,INDUSTRIAS,196277.85,113334860.88
2017,8,CREDITO VIVIENDA,194519.30,112320908.50
2017,8,ANTIHEMORROIDES,178084.76,102830000.00
2017,8,SUPLEMENTO ADULTOS,176444.63,101882864.21
2017,8,CUENTA DE AHORRO,174806.04,100935965.52
2017,8,AUTOS TODOTERRENO,174019.62,100482193.69
2017,8,PINTURAS,173283.45,100057381.72
2017,8,CENTROS COMERCIALE,171957.95,99291975.26
2017,8,HOTELES DE PLAYA,170377.93,98380143.56
2017,8,HOTELES OTROS,169671.24,97971604.86
2017,8,CLUBES DE FUTBOL,166984.64,96420231.39
2017,8,CAFE,164836.51,95178550.67
2017,8,CHOCOLATES,164068.61,94736493.00
2017,8,GASEOSOS SABORES,160001.40,92388315.51
2017,8,VEHICULOS,159505.70,92102912.37
2017,8,SMS ENTRETENIMIENT,158780.93,91684000.00
2017,8,FAST FOOD TACO,157436.07,90906725.69
2017,8,PARAUNIVERSIT PRIV,153273.59,88503766.94
2017,8,UNIVERSIDAD ESTATA,152998.50,88344149.34
2017,8,ESCUELAS IDIOMAS,150766.87,87055477.65
2017,8,ENERGIA,147262.31,85032149.79
2017,8,LIN.AEREAS OTRAS,145979.53,84292020.20
2017,8,DIVERSIONES,144762.22,83588467.90
2017,8,INSECTICIDAS,144641.56,83519100.00
2017,8,APPS,136571.57,78859044.17
2017,8,ATUN,134138.51,77455059.61
2017,8,TARJETAS CRED AFIL,128352.12,74113166.57
2017,8,BOUTIQUE,126184.98,72861687.27
2017,8,FAST FOOD SANDWICH,123514.71,71319383.72
2017,8,LOTES,123193.33,71134041.86
2017,8,FINANCIERAS,122216.42,70569945.19
2017,8,CLINICAS DENTALES,119528.97,69017980.16
2017,8,AUTOS USADOS,116049.75,67010050.72
2017,8,REVISTAS,111439.55,64347025.34
2017,8,BIENES RAICES,111436.59,64345973.55
2017,8,OPTICAS,110500.75,63805328.24
2017,8,DENTIFRICOS,109204.99,63056866.54
2017,8,CHAMPU MEDICADO,106025.73,61221433.33
2017,8,CONTRADROGAS,104085.32,60099689.01
2017,8,ANALGESICOS,103961.76,60029162.43
2017,8,MOTOS,103231.31,59609209.00
2017,8,BEBES GENERICO,101778.31,58768751.86
2017,8,MUTUALES,99943.30,57709493.52
2017,8,ANTIGRIPALES ADULT,99276.91,57324468.30
2017,8,ZAPATERIAS,99190.19,57274325.88
2017,8,CAMARAS (ASOC),97971.72,56571745.58
2017,8,HOSPITALES,96950.17,55980389.32
2017,8,CANALES TELEVISION,96521.19,55732853.93
2017,8,HOTELES DE PRIMERA,95030.38,54872578.47
2017,8,ELECTRODOMESTICOS,94986.67,54847105.00
2017,8,ARTIC ELEC CABELLO,94705.91,54685000.00
2017,8,JOYERIAS,92541.60,53435291.31
2017,8,FUNERARIAS,92234.02,53257909.11
2017,8,EMPRESAS,89611.62,51743542.86
2017,8,QUITAMANCHAS,89080.28,51436782.32
2017,8,ESCUELAS COCINA,88903.08,51334682.44
2017,8,AGENCIA PUBLICIDAD,87003.61,50239723.07
2017,8,TALLER AUTOMOTRIZ,85815.79,49552152.71
2017,8,CENTROS ESTETICA,84802.17,48966409.72
2017,8,SEMINARIOS,84667.91,48887551.87
2017,8,BANCA INTERNACIONA,83070.70,47966686.20
2017,8,GIMNASIOS,82941.35,47890778.37
2017,8,REPELENTE ESPACIAL,82117.61,47416633.36
2017,8,OTROS MEDIOS COMUN,80901.02,46713921.93
2017,8,CREDITO PRENDARIO,80431.95,46443357.00
2017,8,CERVEZA,79623.49,45976182.98
2017,8,CREMAS Y PRODS PIE,78988.00,45609166.68
2017,8,MUNICIPALIDADES,78978.80,45604006.24
2017,8,PERROS COMIDA,78848.96,45529060.17
2017,8,AUTOS SEDANES,78155.00,45128551.01
2017,8,ANTIACIDOS,74117.62,42797426.09
2017,8,SUPLEMENTO NINOS,73890.42,42665500.00
2017,8,JABON DE BANO,73267.42,42306533.31
2017,8,CREDITO OTROS,72841.56,42060003.68
2017,8,MUEBLERIAS,69916.91,40371499.56
2017,8,LIBROS,69541.05,40154499.91
2017,8,LUBRICANTES,69042.25,39866146.77
2017,8,NUTRICIONISTAS,65242.89,37672330.47
2017,8,HOSTING Y OTROS,64276.06,37113899.02
2017,8,BEBIDAS PREP CON A,63985.89,36947341.24
2017,8,TIENDAS ELECTRODOM,63510.34,36671709.55
2017,8,ARROZ,63356.21,36582745.52
2017,8,TARJETAS DEB AFILI,63090.91,36429999.76
2017,8,ORGANIZADOR EVENTO,62202.78,35916340.49
2017,8,BANCA ELECTR CNCPT,62163.75,35894304.92
2017,8,AZUCAR,60891.51,35159780.43
2017,8,TELECOMUNICACIONES,60809.94,35112120.38
2017,8,SALSA PARA COCINAR,60723.60,35062987.55
2017,8,CONSOMES,59911.25,34594000.00
2017,8,SUAVIZANTES,59302.69,34242682.60
2017,8,SERVICIOS PYMES,58691.13,33889707.22
2017,8,PASTELERIAS,58640.48,33860245.78
2017,8,IMPRENTAS,57481.29,33190938.85
2017,8,RELIGION,57029.37,32929046.50
2017,8,TIENDAS CONVENIENC,56529.12,32641471.30
2017,8,TELEVENTAS,56450.85,32596000.00
2017,8,PROTECTORES FEMENI,56371.69,32550000.00
2017,8,MAYONESA,56268.14,32489266.89
2017,8,CELULARES,56167.46,32432344.55
2017,8,FARMACIAS,54423.82,31425684.70
2017,8,AUTOS DE LUJO,54044.32,31206268.34
2017,8,DETERGENTES,53647.68,30976938.00
2017,8,SMS PREMIOS,53320.73,30788489.24
2017,8,JUGOS,52617.55,30382254.16
2017,8,VITAMINA ADULTOS,51785.28,29902000.00
2017,8,LAVAPLATOS,51020.10,29459890.72
2017,8,GALLETAS OTRAS,50676.71,29261526.72
2017,8,AGUA SABORIZADA,50547.74,29187297.09
2017,8,RECURSOS HUM INGLE,49404.58,28527001.25
2017,8,FUEGOS ARTIFICIALE,48984.19,28284667.56
2017,8,PENSIONES,48615.49,28069967.63
2017,8,DESODORANTE SANITA,48171.99,27815700.00
2017,8,EQUIPO INDUSTRIAL,47465.27,27408276.39
2017,8,CEPILLOS DE DIENTE,46108.44,26623999.91
2017,8,COLEGIOS (BACHILLE,45920.66,26515506.64
2017,8,CONSULTORIAS,45847.68,26473003.23
2017,8,BARES,44854.72,25900370.84
2017,8,ANTIDIARREICOS,44291.81,25575000.00
2017,8,REFRESCOS,42679.39,24643732.65
2017,8,RINSE,42485.50,24532000.00
2017,8,CENTROS SERV AUTOM,41423.06,23919385.74
2017,8,INTERNET SERVICE P,41252.42,23819782.03
2017,8,SINDICATOS,40783.03,23549016.06
2017,8,BANCA IMAGEN,40630.33,23460806.19
2017,8,REPELENTE DE PIEL,40506.93,23389800.00
2017,8,ALIMENTOS (OTROS),39572.02,22849672.60
2017,8,TIENDA ROPA CASUAL,38863.16,22440296.66
2017,8,ALMACENES,37919.93,21896363.44
2017,8,DISCOMOVILES,37565.64,21690983.19
2017,8,OFICENTRO,37139.30,21444972.30
2017,8,REVISION TEC VEHIC,37053.90,21395799.94
2017,8,FAST FOOD CASUAL,37022.90,21377761.00
2017,8,DISTRIBUIDORAS,36900.00,21306355.18
2017,8,RASURADORAS,36835.26,21269700.00
2017,8,ELECTRICIDAD,36472.46,21060204.15
2017,8,FAST FOOD PIZZA,35771.60,20655259.50
2017,8,GALLETAS DE SODA,35740.96,20637569.96
2017,8,CENTROS REH. DROGA,34906.11,20155500.00
2017,8,REST MEXICANO,33935.73,19595204.47
2017,8,TEXTIL,33069.01,19095340.61
2017,8,ESCUELAS OTRAS,33025.56,19069441.72
2017,8,VITAMINA C,32891.87,18992333.53
2017,8,SALONES DE BELLEZA,31695.29,18301633.07
2017,8,COMIDA Y ACC GATO,31144.82,17983639.36
2017,8,TIENDAS DE LLANTAS,30973.77,17884786.30
2017,8,TIENDAS DE JUGUETE,30492.71,17606374.43
2017,8,FERTILIZANTES,30209.21,17443478.46
2017,8,COLCHONES,29598.74,17090816.56
2017,8,HIGIENE HOGAR,29207.32,16864849.46
2017,8,MINISUPERMERCADOS,28848.80,16657951.06
2017,8,MULTIVITAMINICOS,28528.62,16473000.00
2017,8,FRUTAS,28472.32,16440114.00
2017,8,PROFESIONALES,27521.39,15891627.35
2017,8,HOTEL CIUDAD EXTRA,27380.00,15809759.60
2017,8,LAVADORAS ROPA,27116.94,15657872.00
2017,8,ENJUAGUE BUCAL,26512.95,15309166.64
2017,8,CHAMPU NINOS,26401.03,15244500.00
2017,8,MARGARINA,25585.00,14773151.17
2017,8,COSMETICOS (GRAL),25472.70,14708449.72
2017,8,ORGANISMOS INTERNA,25355.69,14640966.50
2017,8,TIENDA DEPORTIVA,25116.27,14502502.95
2017,8,VINOS,24578.09,14191883.80
2017,8,RON,24447.89,14116707.00
2017,8,PANALES ADULTOS,24264.69,14010990.32
2017,8,AUTOS SUPER LUJO,24197.37,13972041.85
2017,8,CAMIONES,24149.72,13944311.83
2017,8,REFRESCOS EN POLVO,23981.14,13847200.00
2017,8,AUTOS TODOTER LUJO,23735.72,13705477.00
2017,8,PERROS OTROS,23385.99,13503502.66
2017,8,HOTEL PLAYA EXTRAN,23382.62,13501590.60
2017,8,CLUBES,23099.11,13337837.71
2017,8,LIMPIADORES,23024.91,13295130.32
2017,8,ASPIRADORAS,22721.80,13120000.00
2017,8,CAFETERIAS,21747.48,12557456.39
2017,8,SERVICIOS AMBULANC,21502.35,12416459.23
2017,8,BEBIDAS DE CHOCOLA,21444.10,12382252.26
2017,8,ANTICONCEPTIVOS,21421.75,12369346.82
2017,8,AGUA PURA,21312.92,12306292.01
2017,8,ESCUELAS DEPORTIVA,21108.25,12187832.51
2017,8,CEREALES INFANTILE,21053.98,12157000.00
2017,8,FLORISTERIAS,20851.18,12039990.00
2017,8,CLOSETS,20556.45,11869700.00
2017,8,CENTROS COM. OTROS,20554.26,11868357.15
2017,8,COLEGIOS PRIVADOS,20540.34,11860452.49
2017,8,AIRE ACONDICIONADO,19415.78,11211060.50
2017,8,RENT A CAR,19180.35,11075066.00
2017,8,REST TIPO AMERICAN,19093.00,11024679.98
2017,8,AGRICOLA GANADERO,18777.93,10842914.11
2017,8,SNACKS,18658.12,10773281.64
2017,8,ESCUELAS TECNICAS,18340.08,10589595.00
2017,8,EDUCACION,18335.52,10586874.21
2017,8,CONTRA OBESIDAD,17985.47,10385307.49
2017,8,AUTOS UTILITARIOS,17769.16,10259801.82
2017,8,BANCA ELECTR PERSO,17625.08,10176140.00
2017,8,YOGURT,17573.56,10147320.26
2017,8,PARASICOLOGIA,17167.92,9913166.79
2017,8,TIENDAS DE COMPUTO,17121.69,9885775.07
2017,8,RELOJES,17089.99,9868102.00
2017,8,INDUSTRIA METALICA,16569.34,9567677.00
2017,8,SARDINAS,16560.47,9562200.00
2017,8,PICK UP,16428.75,9486295.00
2017,8,MAQUINA DEPORTES,16374.56,9454987.04
2017,8,MUEBLES DE OFICINA,16357.00,9444858.93
2017,8,BOUTIQUE CABALLERO,16177.47,9341112.11
2017,8,SEGURIDAD,16171.95,9338178.31
2017,8,HARINAS,16158.11,9330000.00
2017,8,ALMACENES DESCUENT,16120.07,9308194.07
2017,8,LINEA BLANCA,16040.31,9262000.03
2017,8,TIENDAS AUDIO VIDE,15934.55,9200875.12
2017,8,ESCUELAS MUJERES,15673.02,9050000.00
2017,8,BOMBILLOS,15310.70,8840761.92
2017,8,COLEGIOS DE PROFES,15115.40,8727939.97
2017,8,AGROQUIMICOS,14978.52,8649000.18
2017,8,ZAPATOS FEMENINOS,14900.36,8603731.72
2017,8,TIENDAS ARTS HOGAR,14776.10,8532102.83
2017,8,JEANS,14669.78,8470706.20
2017,8,BISUTERIA,14645.59,8456666.71
2017,8,PARAUNIVERSIT ESTA,14390.71,8309620.02
2017,8,EMBUTIDOS,14263.42,8236000.00
2017,8,CARNES,14038.39,8105877.07
2017,8,MULTIFUNCIONALES,13965.00,8063670.30
2017,8,FRIJOLES EN GRANO,13952.30,8056380.00
2017,8,UNGUENTOS,13755.11,7942500.00
2017,8,LICUADORAS,13721.79,7923000.00
2017,8,FOTOGRAFOS,13717.22,7920666.96
2017,8,CUERO,13703.13,7912459.12
2017,8,LAMPARAS,13496.52,7793157.00
2017,8,VALLAS,13448.18,7765323.29
2017,8,CASAS DE EMPENO,13305.29,7682990.75
2017,8,LIN.AEREAS NACIONA,13287.00,7672144.72
2017,8,FAJAS ADELGAZANTES,12940.34,7472000.00
2017,8,LABORATORIOS,12734.46,7353199.20
2017,8,TURISMO EXT,12690.00,7327459.77
