Ano,FECHA,MES,AGENCIA,numero,ordencomp,dcliente,pproducto,tipo_medio,dmedio,bruto,INV,Grupo de Medios,INV.Dolar,,,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18
2016,jul-16,7,LA TRES,INSTINSTL3ESECR7,81404,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,EXTERIORES,GIGANTOGRAFIAS,"544,030","544,030",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,981.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,LA TRES,INSTINSTL3ZOOM07,81402,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),"2,700,000","2,700,000",UNION RADIO S.A.,4868.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,LA TRES,INSTINSTL3EXT297,81459,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,351.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,LA TRES,INSTINSTL3NAC307 ,81460,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"251,350","286,539",GRUPO NACION GN S.A.,516.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,OGILVY,INS INSIME-066-16,32762,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"1,369,500","1,561,230",GRUPO NACION GN S.A.,2815.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,OGILVY,INS INSIME-076-16,33243,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,"AERIS HOLDING COSTA RICA, S.A.","4,608,870","4,608,870","AERIS HOLDING COSTA RICA, S.A.",8310.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,OGILVY,INS INSIME-078-16,33245,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,FID1065 ICODER - BNCR,"4,050,000","4,050,000",FID1065  ICODER - BNCR,7303.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,OGILVY,INS INSIME-067-16,32974,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"245,025","245,025",GALLILLEO AGENCIA DIGITAL S.A.,441.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,OGILVY,INS INSIME-075-16,33216,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"277,100","277,100",GALLILLEO AGENCIA DIGITAL S.A.,499.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,jul-16,7,OGILVY,INS INSIME-070-16,33208,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,LA VOZ DE LA PAMPA,"450,000","450,000",LA VOZ DE LA PAMPA,811.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,JBQ,INSTINSTPR12AGOST,33482,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,EXTRA,"256,184","292,050",SOCIEDAD PERIODISTICA EXTRA LTDA,524.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,JBQ,INSTINSTMEDI08AU,33234,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"4,712,800","4,712,800",GALLILLEO AGENCIA DIGITAL S.A.,8461.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,JBQ,INSTINSTMEDI08PR,33235,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"1,507,000","1,717,980",GALLILLEO AGENCIA DIGITAL S.A.,3084.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,JBQ,INSTINSTMEDI08PR,33236,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,WEB LA NACION S.A. / GRUPO NACION GN S.A,"1,616,600","1,842,924",GRUPO NACION GN S.A.,3308.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,JBQ,INSTINSTTV13AGOST,33185,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,TELEVISION,TV13. SISTEMA NACIONAL DE TELEVISION,"1,420,000","1,604,600",SISTEMA NACIONAL DE RADIO Y TV S.A.,2880.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,LA TRES,INSTINSTL3ESECR8,81550,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,EXTERIORES,GIGANTOGRAFIAS,"611,220","611,220",VALLAS Y GIGANTOGRAFIAS DE CR S.A,1097.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,LA TRES,INSTINSTL3ESECR8,81551,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,EXTERIORES,GIGANTOGRAFIAS,"556,160","556,160",VALLAS Y GIGANTOGRAFIAS DE CR S.A,998.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,LA TRES,INSTINSTL3JAC08,81400,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,EXTERIORES,POL,"387,940","387,940",PRODUCCION DUAL S.A.,696.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,LA TRES,INSTINSTL3JAC08,81401,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,EXTERIORES,POL,"302,593","302,593",PRODUCCION DUAL S.A.,543.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,LA TRES,INSTINSTL3ZOOM8,81552,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),"2,700,000","2,700,000",UNION RADIO S.A.,4847.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,LA TRES,INSTIMAGEKACON08,81239,INSTITUTO NACIONAL DE SEGUROS,IMAGEN,REVISTA,EKA CONSULTORES INTERNACIONAL S.A.,"911,250","911,250",EKA CONSULTORES INTERNACIONAL S.A.,1636.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-080-16,33290,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,349.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-084-16,33530,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,349.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-068-16,33042,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"3,300,000","3,729,000",GRUPO NACION GN S.A.,6694.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-081-16,33291,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"228,500","260,490",GRUPO NACION GN S.A.,467.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-083-16,33469,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"3,993,500","4,552,590",GRUPO NACION GN S.A.,8173.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-085-16,33531,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"228,500","260,490",GRUPO NACION GN S.A.,467.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-087-16,33574,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"13,900,000","13,900,000",GRUPO NACION GN S.A.,24955.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-077-16,33244,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,"AERIS HOLDING COSTA RICA, S.A.","4,608,870","4,608,870","AERIS HOLDING COSTA RICA, S.A.",8274.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-079-16,33246,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,FID1065 ICODER - BNCR,"4,050,000","4,050,000",FID1065  ICODER - BNCR,7271.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-073-16,33507,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,SERVICIOS AEROPORTUARIOS VIP SA,"110,400","110,400",SERVICIOS AEROPORTUARIOS VIP SA,198.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-069-16,33252,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,RICHARD MIGUEL ORDONNEZ URIBE,"350,000","350,000",RICHARD MIGUEL ORDONNEZ URIBE,628.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ago-16,8,OGILVY,INS INSIME-086-16,33552,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,TELEVISION,TV13. SISTEMA NACIONAL DE TELEVISION,"1,015,000","1,148,200",SISTEMA NACIONAL DE RADIO Y TV S.A.,2061.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,JBQ,INSTINSTPR12FEBEX,33961,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,348.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,JBQ,INSTINSTPR12SETNA,33963,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"251,350","286,539",GRUPO NACION GN S.A.,513.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTINSTL3EXT209,81584,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,EXTRA,"426,974","486,750",SOCIEDAD PERIODISTICA EXTRA LTDA,871.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA3F,81724,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,DIGITAL,GALILEO AGENCIA DIGITAL,"145,244","145,244",GALLILLEO AGENCIA DIGITAL S.A.,260.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81679,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,GRUPO NACION GN S.A.(BESAME),"2,450,000","2,450,000",GRUPO NACION GN S.A.,4386.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81680,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,COLUMBIA / 98.7 FM / 760 AM,"1,742,000","1,742,000",GRUPO COLUMBIA,3119.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81681,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,"CENTRAL DE RADIOS CDR, S.A. (EXA )","2,500,000","2,500,000",CENTRAL DE RADIOS S.A.,4476.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81682,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,RADIO IQ / 93.9,"2,500,000","2,500,000",GRUPO RADIOFONICO OMEGA S.A.,4476.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81683,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,JAIME PENNA SOBALVARRO,"1,125,000","1,125,000",JAIME PENNA SOBALVARRO,2014.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81678,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,"CENTRAL DE RADIOS CDR, S.A (R.MONUMENTAL","2,200,000","2,200,000",CENTRAL DE RADIOS S.A.,3939.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81684,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,"CENTRAL DE RADIOS CDR, S.A (R.MONUMENTAL","2,300,000","2,323,000",CENTRAL DE RADIOS S.A.,4159.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81685,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,CADENA MUSICAL S.A. (RADIO MUSICAL),"1,800,000","1,800,000",CADENA MUSICAL S.A.,3222.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81686,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,GRUPO RADIOFONICO S.A (RADIO OMEGA),"4,000,000","4,000,000",GRUPO RADIOFONICO OMEGA S.A.,7162.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA2,81687,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,RADIO,"CENTRAL DE RADIOS CDR,S.A (Z FM)","2,200,000","2,200,000",CENTRAL DE RADIOS S.A.,3939.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA1,81725,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,TELEVISION,TV6. REPRETEL,"748,000","852,720",REPRESENTACIONES TELEVISIVAS REPRETEL S.A.,1526.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,LA TRES,INSTSEGUL3SOA1,81726,INSTITUTO NACIONAL DE SEGUROS,SEGURO AUTOMOVILES,TELEVISION,TELEVISORA DE COSTA RICA S.A.,"701,243","799,416",TELEVISORA DE COSTA RICA S.A.,1431.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-117-16,34135,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"569,298","649,000",SOCIEDAD PERIODISTICA EXTRA LTDA,1162.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-088-16,33681,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"2,218,500","2,529,090",GRUPO NACION GN S.A.,4528.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-089-16,33705,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"4,133,000","4,711,620",GRUPO NACION GN S.A.,8436.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-090-16,33706,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"3,838,000","4,375,320",GRUPO NACION GN S.A.,7834.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-091-16,33822,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"1,885,725","2,149,727",GRUPO NACION GN S.A.,3849.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-094-16,33877,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"3,905,000","4,451,700",GRUPO NACION GN S.A.,7970.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-106-16,34029,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"4,647,500","5,298,150",GRUPO NACION GN S.A.,9486.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-109-16,34087,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"4,133,000","4,711,620",GRUPO NACION GN S.A.,8436.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-088-16,33684,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,"PROPERIODICOS, LTDA S.A.","1,000,000","1,140,000",PROPERIODICOS LTDA - LA REPUBLICA,2041.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-071-16,33599,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,MEDIA BUSINESS SERVICES COSTA RICA S.A.,"1,390,400","1,390,400",MEDIA BUSINESS SERVICES COSTA RICA S.A.,2489.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-103-16,33989,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,"AERIS HOLDING COSTA RICA, S.A.","4,608,870","4,608,870","AERIS HOLDING COSTA RICA, S.A.",8252.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-115-16,34110,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GIGANTOGRAFIAS,"613,242","613,242",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,1098.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-115-16,34111,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GPO GIGANTOGRAFIAS (KIOSKOS),"558,000","558,000",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,999.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-104-16,33992,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,FID1065 ICODER - BNCR,"4,050,000","4,050,000",FID1065  ICODER - BNCR,7251.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-116-16,34112,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,INTERAMERICANA DE MEDIOS DE COMUNICACION,"4,246,380","4,246,380",INTERAMERICANA DE MEDIOS DE COMUNICACION S.A.,7603.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-116-16,34113,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,INTERAMERICANA DE MEDIOS DE COMUNICACION,"770,040","870,145",INTERAMERICANA DE MEDIOS DE COMUNICACION S.A.,1558.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-105-16,33994,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,SERVICIOS AEROPORTUARIOS VIP SA,"110,400","110,400",SERVICIOS AEROPORTUARIOS VIP SA,197.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-092-16,33859,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"6,726,511","6,726,511",GALLILLEO AGENCIA DIGITAL S.A.,12044.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-093-16,33860,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"6,949,860","6,949,860",GALLILLEO AGENCIA DIGITAL S.A.,12444.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-095-16,33881,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"1,494,809","1,494,809",GALLILLEO AGENCIA DIGITAL S.A.,2676.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-098-16,33920,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"1,664,445","1,897,467",GALLILLEO AGENCIA DIGITAL S.A.,3397.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-099-16,33921,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"785,508","895,479",GALLILLEO AGENCIA DIGITAL S.A.,1603.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-100-16,33923,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"587,645","587,645",GALLILLEO AGENCIA DIGITAL S.A.,1052.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-096-16,34116,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"4,440","4,440",GALLILLEO AGENCIA DIGITAL S.A.,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-097-16,34117,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"2,454,976","2,454,976",GALLILLEO AGENCIA DIGITAL S.A.,4395.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-101-16,33924,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,WEB LA NACION S.A. / GRUPO NACION GN S.A,"1,332,000","1,518,480",GRUPO NACION GN S.A.,2718.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-102-16,33948,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,ANDRES QUINTANA & CIA S.A. (RADIO 94.7),"1,400,000","1,400,000",CADENA RADIAL COSTARRICENSE S.A.,2506.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-102-16,33951,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,OSCAR MANTILLA SOLORZANO -CAUSA Y EFECTO,"381,500","381,500",OSCAR MANTILLA SOLORZANO,683.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-102-16,33949,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,RADIO IQ / 93.9,"1,900,000","1,900,000",GRUPO RADIOFONICO OMEGA S.A.,3402.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-102-16,33946,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,"CENTRAL DE RADIOS CDR, S.A (R.MONUMENTAL","1,800,000","1,800,000",CENTRAL DE RADIOS S.A.,3222.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-102-16,33947,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,"CENTRAL DE RADIOS CDR, S.A (R.MONUMENTAL","2,850,000","2,850,000",CENTRAL DE RADIOS S.A.,5103.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-102-16,33950,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),"2,700,000","2,700,000",UNION RADIO S.A.,4834.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-108-16,34061,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,REVISTA,CAMARA DE INTERMEDIARIOS DE SEGUROS -CIS,"12,276,000","12,276,000",CAMARA DE INTERMEDIARIOS DE SEGUROS -CIS,21980.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-091-16,33821,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (EL FINANCIERO),"769,250","869,253",GRUPO NACION GN S.A.,1556.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-107-16,34037,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,TELEVISION,TV13. SISTEMA NACIONAL DE TELEVISION,"2,640,000","2,985,700",SISTEMA NACIONAL DE RADIO Y TV S.A.,5346.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,sep-16,9,OGILVY,INS INSIME-114-16,34102,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,TELEVISION,TV13. SISTEMA NACIONAL DE TELEVISION,"6,305,000","7,128,400",SISTEMA NACIONAL DE RADIO Y TV S.A.,12763.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,oct-16,10,JBQ,INSTINSTPR14OCT,34474,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,EXTRA,"426,974","486,750",SOCIEDAD PERIODISTICA EXTRA LTDA,869.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
